Cell_ID,Year,Forest_Loss_ha
G25_000000,2002,0.0
G25_000001,2002,0.0
G25_000002,2002,0.0
G25_000003,2002,0.0
G25_000004,2002,0.0
G25_000005,2002,0.0
G25_000006,2002,0.0
G25_000007,2002,0.0
G25_000008,2002,0.0
G25_000009,2002,0.0
G25_000010,2002,0.0
G25_000011,2002,0.0
G25_000012,2002,0.0
G25_000013,2002,0.0
G25_000014,2002,0.0
G25_000015,2002,0.0
G25_000016,2002,0.0
G25_000017,2002,0.0
G25_000018,2002,0.0
G25_000019,2002,0.0
G25_000020,2002,0.0
G25_000021,2002,0.0
G25_000022,2002,0.0
G25_000023,2002,0.0
G25_000024,2002,0.0
G25_000025,2002,0.0
G25_000026,2002,0.0
G25_000027,2002,0.0
G25_000028,2002,0.0
G25_000029,2002,0.0
G25_000030,2002,0.0
G25_000031,2002,0.0
G25_000032,2002,0.0
G25_000033,2002,0.0
G25_000034,2002,0.0
G25_000035,2002,0.0
G25_000036,2002,0.0
G25_000037,2002,0.0
G25_000038,2002,0.0
G25_000039,2002,0.0
G25_000040,2002,0.0
G25_000041,2002,0.0
G25_000042,2002,0.0
G25_000043,2002,0.0
G25_000044,2002,0.0
G25_000045,2002,0.0
G25_000046,2002,0.0
G25_000047,2002,0.0
G25_000048,2002,0.0
G25_000049,2002,0.0
G25_000050,2002,0.0
G25_000051,2002,0.0
G25_000052,2002,0.0
G25_000053,2002,0.0
G25_000054,2002,0.0
G25_000055,2002,0.0
G25_000056,2002,0.0
G25_000057,2002,0.0
G25_000058,2002,0.0
G25_000059,2002,0.0
G25_000060,2002,0.0
G25_000061,2002,0.0
G25_000062,2002,0.0
G25_000063,2002,0.0
G25_000064,2002,0.0
G25_000065,2002,0.0
G25_000066,2002,0.0
G25_000067,2002,0.0
G25_000068,2002,0.0
G25_000069,2002,0.0
G25_000070,2002,0.0
G25_000071,2002,0.0
G25_000072,2002,0.0
G25_000073,2002,0.0
G25_000074,2002,0.0
G25_000075,2002,0.0
G25_000076,2002,0.0
G25_000077,2002,0.0
G25_000078,2002,0.0
G25_000079,2002,0.0
G25_000080,2002,0.0
G25_000081,2002,0.0
G25_000082,2002,0.0
G25_000083,2002,0.0
G25_000084,2002,0.0
G25_000085,2002,0.0
G25_000086,2002,0.0
G25_000087,2002,0.0
G25_000088,2002,0.0
G25_000089,2002,0.0
G25_000090,2002,0.0
G25_000091,2002,0.0
G25_000092,2002,0.0
G25_000093,2002,0.0
G25_000094,2002,0.0
G25_000095,2002,0.0
G25_000096,2002,0.0
G25_000097,2002,0.0
G25_000098,2002,0.0
G25_000099,2002,0.0
G25_000100,2002,0.0
G25_000101,2002,0.0
G25_000102,2002,0.0
G25_000103,2002,0.0
G25_000104,2002,0.0
G25_000105,2002,0.0
G25_000106,2002,0.0
G25_000107,2002,0.0
G25_000108,2002,0.0
G25_000109,2002,0.0
G25_000110,2002,0.0
G25_000111,2002,0.0
G25_000112,2002,0.0
G25_000113,2002,0.0
G25_000114,2002,0.0
G25_000115,2002,0.0
G25_000116,2002,0.0
G25_000117,2002,0.0
G25_000118,2002,0.0
G25_000119,2002,0.0
G25_000120,2002,0.0
G25_000121,2002,0.0
G25_000122,2002,0.0
G25_000123,2002,0.0
G25_000124,2002,0.0
G25_000125,2002,0.0
G25_000126,2002,0.0
G25_000127,2002,0.0
G25_000128,2002,0.0
G25_000129,2002,0.0
G25_000130,2002,0.0
G25_000131,2002,0.0
G25_000132,2002,0.0
G25_000133,2002,0.0
G25_000134,2002,0.0
G25_000135,2002,0.0
G25_000136,2002,0.0
G25_000137,2002,0.0
G25_000138,2002,0.0
G25_000139,2002,0.0
G25_000140,2002,0.0
G25_000141,2002,0.0
G25_000142,2002,0.0
G25_000143,2002,0.0
G25_000144,2002,0.0
G25_000145,2002,0.0
G25_000146,2002,0.0
G25_000147,2002,0.0
G25_000148,2002,0.0
G25_000149,2002,0.0
G25_000150,2002,0.0
G25_000151,2002,0.0
G25_000152,2002,0.0
G25_000153,2002,0.0
G25_000154,2002,0.0
G25_000155,2002,0.0
G25_000156,2002,0.0
G25_000157,2002,0.0
G25_000158,2002,0.0
G25_000159,2002,0.0
G25_000160,2002,0.0
G25_000161,2002,0.0
G25_000162,2002,0.0
G25_000163,2002,0.0
G25_000164,2002,0.0
G25_000165,2002,0.0
G25_000166,2002,0.0
G25_000167,2002,0.0
G25_000168,2002,0.0
G25_000169,2002,0.0
G25_000170,2002,0.0
G25_000171,2002,0.0
G25_000172,2002,0.0
G25_000173,2002,0.0
G25_000174,2002,0.0
G25_000175,2002,0.0
G25_000176,2002,0.0
G25_000177,2002,0.0
G25_000178,2002,0.0
G25_000179,2002,0.0
G25_000180,2002,0.0
G25_000181,2002,0.0
G25_000182,2002,0.0
