Cell_ID,Year,Forest_Loss_ha
G25_000000,2003,0.0
G25_000001,2003,0.0
G25_000002,2003,0.0
G25_000003,2003,0.0
G25_000004,2003,0.0
G25_000005,2003,0.0
G25_000006,2003,0.0
G25_000007,2003,0.0
G25_000008,2003,0.0
G25_000009,2003,0.0
G25_000010,2003,0.0
G25_000011,2003,0.0
G25_000012,2003,0.0
G25_000013,2003,0.0
G25_000014,2003,0.0
G25_000015,2003,0.0
G25_000016,2003,0.0
G25_000017,2003,0.0
G25_000018,2003,0.0
G25_000019,2003,0.0
G25_000020,2003,0.0
G25_000021,2003,0.0
G25_000022,2003,0.0
G25_000023,2003,0.0
G25_000024,2003,0.0
G25_000025,2003,0.0
G25_000026,2003,0.0
G25_000027,2003,0.0
G25_000028,2003,0.0
G25_000029,2003,0.0
G25_000030,2003,0.0
G25_000031,2003,0.0
G25_000032,2003,0.0
G25_000033,2003,0.0
G25_000034,2003,0.0
G25_000035,2003,0.0
G25_000036,2003,0.0
G25_000037,2003,0.0
G25_000038,2003,0.0
G25_000039,2003,0.0
G25_000040,2003,0.0
G25_000041,2003,0.0
G25_000042,2003,0.0
G25_000043,2003,0.0
G25_000044,2003,0.0
G25_000045,2003,0.0
G25_000046,2003,0.0
G25_000047,2003,0.0
G25_000048,2003,0.0
G25_000049,2003,0.0
G25_000050,2003,0.0
G25_000051,2003,0.0
G25_000052,2003,0.0
G25_000053,2003,0.0
G25_000054,2003,0.0
G25_000055,2003,0.0
G25_000056,2003,0.0
G25_000057,2003,0.0
G25_000058,2003,0.0
G25_000059,2003,0.0
G25_000060,2003,0.0
G25_000061,2003,0.0
G25_000062,2003,0.0
G25_000063,2003,0.0
G25_000064,2003,0.0
G25_000065,2003,0.0
G25_000066,2003,0.0
G25_000067,2003,0.0
G25_000068,2003,0.0
G25_000069,2003,0.0
G25_000070,2003,0.0
G25_000071,2003,0.0
G25_000072,2003,0.0
G25_000073,2003,0.0
G25_000074,2003,0.0
G25_000075,2003,0.0
G25_000076,2003,0.0
G25_000077,2003,0.0
G25_000078,2003,0.0
G25_000079,2003,0.0
G25_000080,2003,0.0
G25_000081,2003,0.0
G25_000082,2003,0.0
G25_000083,2003,0.0
G25_000084,2003,0.0
G25_000085,2003,0.0
G25_000086,2003,0.0
G25_000087,2003,0.0
G25_000088,2003,0.0
G25_000089,2003,0.0
G25_000090,2003,0.0
G25_000091,2003,0.0
G25_000092,2003,0.0
G25_000093,2003,0.0
G25_000094,2003,0.0
G25_000095,2003,0.0
G25_000096,2003,0.0
G25_000097,2003,0.0
G25_000098,2003,0.0
G25_000099,2003,0.0
G25_000100,2003,0.0
G25_000101,2003,0.0
G25_000102,2003,0.0
G25_000103,2003,0.0
G25_000104,2003,0.0
G25_000105,2003,0.0
G25_000106,2003,0.0
G25_000107,2003,0.0
G25_000108,2003,0.0
G25_000109,2003,0.0
G25_000110,2003,0.0
G25_000111,2003,0.0
G25_000112,2003,0.0
G25_000113,2003,0.0
G25_000114,2003,0.0
G25_000115,2003,0.0
G25_000116,2003,0.0
G25_000117,2003,0.0
G25_000118,2003,0.0
G25_000119,2003,0.0
G25_000120,2003,0.0
G25_000121,2003,0.0
G25_000122,2003,0.0
G25_000123,2003,0.0
G25_000124,2003,0.0
G25_000125,2003,0.0
G25_000126,2003,0.0
G25_000127,2003,0.0
