Cell_ID,Year,Forest_Loss_ha,Forest_Loss_ha
G25_000735,2009,0.0,0.0
G25_000736,2009,0.0,0.0
G25_000737,2009,0.0,0.0
G25_000738,2009,0.0,0.0
G25_000739,2009,0.0,0.0
G25_000740,2009,0.0,0.0
G25_000741,2009,0.0,0.0
G25_000742,2009,0.0,0.0
G25_000743,2009,0.0,0.0
G25_000744,2009,0.0,0.0
G25_000745,2009,0.0,0.0
G25_000746,2009,0.0,0.0
G25_000747,2009,0.0,0.0
G25_000748,2009,0.0,0.0
G25_000749,2009,0.0,0.0
G25_000750,2009,0.0,0.0
G25_000751,2009,0.0,0.0
G25_000752,2009,0.0,0.0
G25_000753,2009,0.0,0.0
G25_000754,2009,0.0,0.0
G25_000755,2009,0.0,0.0
G25_000756,2009,0.0,0.0
G25_000757,2009,0.0,0.0
G25_000758,2009,0.0,0.0
G25_000759,2009,0.0,0.0
G25_000760,2009,0.0,0.0
G25_000761,2009,0.0,0.0
G25_000762,2009,0.0,0.0
G25_000763,2009,0.0,0.0
G25_000764,2009,0.0,0.0
G25_000765,2009,0.0,0.0
G25_000766,2009,0.0,0.0
G25_000767,2009,0.0,0.0
G25_000768,2009,0.0,0.0
G25_000769,2009,0.0,0.0
G25_000770,2009,0.0,0.0
G25_000771,2009,0.0,0.0
G25_000772,2009,0.0,0.0
G25_000773,2009,0.0,0.0
G25_000774,2009,0.0,0.0
G25_000775,2009,0.0,0.0
G25_000776,2009,0.0,0.0
G25_000777,2009,0.0,0.0
G25_000778,2009,0.0,0.0
G25_000779,2009,0.0,0.0
G25_000780,2009,0.0,0.0
G25_000781,2009,0.0,0.0
G25_000782,2009,0.0,0.0
G25_000783,2009,0.0,0.0
G25_000784,2009,0.0,0.0
G25_000785,2009,0.0,0.0
G25_000786,2009,0.0,0.0
G25_000787,2009,0.0,0.0
G25_000788,2009,0.0,0.0
G25_000789,2009,0.0,0.0
G25_000790,2009,0.0,0.0
G25_000791,2009,0.0,0.0
G25_000792,2009,0.0,0.0
G25_000793,2009,0.0,0.0
G25_000794,2009,0.0,0.0
G25_000795,2009,0.0,0.0
G25_000796,2009,0.0,0.0
G25_000797,2009,0.0,0.0
G25_000798,2009,0.0,0.0
G25_000799,2009,0.0,0.0
G25_000800,2009,0.0,0.0
G25_000801,2009,0.0,0.0
G25_000802,2009,0.0,0.0
G25_000803,2009,0.0,0.0
G25_000804,2009,0.0,0.0
G25_000805,2009,0.0,0.0
G25_000806,2009,0.0,0.0
G25_000807,2009,0.0,0.0
G25_000808,2009,0.0,0.0
G25_000809,2009,0.0,0.0
G25_000810,2009,0.0,0.0
G25_000811,2009,0.0,0.0
G25_000812,2009,0.0,0.0
G25_000813,2009,0.0,0.0
