Cell_ID,Year,Forest_Loss_ha
G25_000000,2005,0.0
G25_000001,2005,0.0
G25_000002,2005,0.0
G25_000003,2005,0.0
G25_000004,2005,0.0
G25_000005,2005,0.0
G25_000006,2005,0.0
G25_000007,2005,0.0
G25_000008,2005,0.0
G25_000009,2005,0.0
G25_000010,2005,0.0
G25_000011,2005,0.0
G25_000012,2005,0.0
G25_000013,2005,0.0
G25_000014,2005,0.0
G25_000015,2005,0.0
G25_000016,2005,0.0
G25_000017,2005,0.0
G25_000018,2005,0.0
G25_000019,2005,0.0
G25_000020,2005,0.0
G25_000021,2005,0.0
G25_000022,2005,0.0
G25_000023,2005,0.0
G25_000024,2005,0.0
G25_000025,2005,0.0
G25_000026,2005,0.0
G25_000027,2005,0.0
G25_000028,2005,0.0
G25_000029,2005,0.0
G25_000030,2005,0.0
G25_000031,2005,0.0
G25_000032,2005,0.0
G25_000033,2005,0.0
G25_000034,2005,0.0
G25_000035,2005,0.0
G25_000036,2005,0.0
G25_000037,2005,0.0
G25_000038,2005,0.0
G25_000039,2005,0.0
G25_000040,2005,0.0
G25_000041,2005,0.0
G25_000042,2005,0.0
G25_000043,2005,0.0
G25_000044,2005,0.0
G25_000045,2005,0.0
G25_000046,2005,0.0
G25_000047,2005,0.0
G25_000048,2005,0.0
G25_000049,2005,0.0
G25_000050,2005,0.0
G25_000051,2005,0.0
G25_000052,2005,0.0
G25_000053,2005,0.0
G25_000054,2005,0.0
G25_000055,2005,0.0
G25_000056,2005,0.0
G25_000057,2005,0.0
G25_000058,2005,0.0
G25_000059,2005,0.0
G25_000060,2005,0.0
G25_000061,2005,0.0
G25_000062,2005,0.0
G25_000063,2005,0.0
G25_000064,2005,0.0
G25_000065,2005,0.0
G25_000066,2005,0.0
G25_000067,2005,0.0
G25_000068,2005,0.0
G25_000069,2005,0.0
G25_000070,2005,0.0
G25_000071,2005,0.0
G25_000072,2005,0.0
G25_000073,2005,0.0
G25_000074,2005,0.0
G25_000075,2005,0.0
G25_000076,2005,0.0
G25_000077,2005,0.0
G25_000078,2005,0.0
G25_000079,2005,0.0
G25_000080,2005,0.0
G25_000081,2005,0.0
G25_000082,2005,0.0
G25_000083,2005,0.0
G25_000084,2005,0.0
G25_000085,2005,0.0
G25_000086,2005,0.0
G25_000087,2005,0.0
G25_000088,2005,0.0
G25_000089,2005,0.0
G25_000090,2005,0.0
G25_000091,2005,0.0
G25_000092,2005,0.0
G25_000093,2005,0.0
G25_000094,2005,0.0
G25_000095,2005,0.0
G25_000096,2005,0.0
G25_000097,2005,0.0
G25_000098,2005,0.0
G25_000099,2005,0.0
G25_000100,2005,0.0
G25_000101,2005,0.0
G25_000102,2005,0.0
G25_000103,2005,0.0
G25_000104,2005,0.0
G25_000105,2005,0.0
G25_000106,2005,0.0
G25_000107,2005,0.0
G25_000108,2005,0.0
G25_000109,2005,0.0
G25_000110,2005,0.0
G25_000111,2005,0.0
G25_000112,2005,0.0
G25_000113,2005,0.0
G25_000114,2005,0.0
G25_000115,2005,0.0
G25_000116,2005,0.0
G25_000117,2005,0.0
G25_000118,2005,0.0
G25_000119,2005,0.0
G25_000120,2005,0.0
G25_000121,2005,0.0
G25_000122,2005,0.0
G25_000123,2005,0.0
G25_000124,2005,0.0
G25_000125,2005,0.0
G25_000126,2005,0.0
G25_000127,2005,0.0
G25_000128,2005,0.0
G25_000129,2005,0.0
G25_000130,2005,0.0
G25_000131,2005,0.0
G25_000132,2005,0.0
G25_000133,2005,0.0
G25_000134,2005,0.0
G25_000135,2005,0.0
G25_000136,2005,0.0
G25_000137,2005,0.0
G25_000138,2005,0.0
G25_000139,2005,0.0
G25_000140,2005,0.0
G25_000141,2005,0.0
G25_000142,2005,0.0
G25_000143,2005,0.0
G25_000144,2005,0.0
G25_000145,2005,0.0
G25_000146,2005,0.0
G25_000147,2005,0.0
G25_000148,2005,0.0
G25_000149,2005,0.0
G25_000150,2005,0.0
G25_000151,2005,0.0
G25_000152,2005,0.0
G25_000153,2005,0.0
G25_000154,2005,0.0
G25_000155,2005,0.0
G25_000156,2005,0.0
G25_000157,2005,0.0
G25_000158,2005,0.0
G25_000159,2005,0.0
G25_000160,2005,0.0
G25_000161,2005,0.0
G25_000162,2005,0.0
G25_000163,2005,0.0
G25_000164,2005,0.0
G25_000165,2005,0.0
G25_000166,2005,0.0
G25_000167,2005,0.0
G25_000168,2005,0.0
G25_000169,2005,0.0
G25_000170,2005,0.0
G25_000171,2005,0.0
G25_000172,2005,0.0
G25_000173,2005,0.0
G25_000174,2005,0.0
G25_000175,2005,0.0
G25_000176,2005,0.0
G25_000177,2005,0.0
G25_000178,2005,0.0
G25_000179,2005,0.0
G25_000180,2005,0.0
G25_000181,2005,0.0
G25_000182,2005,0.0
G25_000183,2005,0.0
G25_000184,2005,0.0
G25_000185,2005,0.0
G25_000186,2005,0.0
G25_000187,2005,0.0
G25_000188,2005,0.0
G25_000189,2005,0.0
G25_000190,2005,0.0
G25_000191,2005,0.0
G25_000192,2005,0.0
G25_000193,2005,0.0
G25_000194,2005,0.0
G25_000195,2005,0.0
G25_000196,2005,0.0
G25_000197,2005,0.0
G25_000198,2005,0.0
G25_000199,2005,0.0
G25_000200,2005,0.0
G25_000201,2005,0.0
G25_000202,2005,0.0
G25_000203,2005,0.0
G25_000204,2005,0.0
G25_000205,2005,0.0
G25_000206,2005,0.0
G25_000207,2005,0.0
G25_000208,2005,0.0
G25_000209,2005,0.0
G25_000210,2005,0.0
G25_000211,2005,0.0
G25_000212,2005,0.0
G25_000213,2005,0.0
G25_000214,2005,0.0
G25_000215,2005,0.0
G25_000216,2005,0.0
G25_000217,2005,0.0
G25_000218,2005,0.0
G25_000219,2005,0.0
G25_000220,2005,0.0
G25_000221,2005,0.0
G25_000222,2005,0.0
