Cell_ID,Year,Forest_Loss_ha
G25_000000,2018,0.0
G25_000001,2018,0.0
G25_000002,2018,0.0
G25_000003,2018,0.0
G25_000004,2018,0.0
G25_000005,2018,0.0
G25_000006,2018,0.0
G25_000007,2018,0.0
G25_000008,2018,0.0
G25_000009,2018,0.0
G25_000010,2018,0.0
G25_000011,2018,0.0
G25_000012,2018,0.0
G25_000013,2018,0.0
G25_000014,2018,0.0
G25_000015,2018,0.0
G25_000016,2018,0.0
G25_000017,2018,0.0
G25_000018,2018,0.0
G25_000019,2018,0.0
G25_000020,2018,0.0
G25_000021,2018,0.0
G25_000022,2018,0.0
G25_000023,2018,0.0
G25_000024,2018,0.0
G25_000025,2018,0.0
G25_000026,2018,0.0
G25_000027,2018,0.0
G25_000028,2018,0.0
G25_000029,2018,0.0
G25_000030,2018,0.0
G25_000031,2018,0.0
G25_000032,2018,0.0
G25_000033,2018,0.0
G25_000034,2018,0.0
G25_000035,2018,0.0
G25_000036,2018,0.0
G25_000037,2018,0.0
G25_000038,2018,0.0
G25_000039,2018,0.0
G25_000040,2018,0.0
G25_000041,2018,0.0
G25_000042,2018,0.0
G25_000043,2018,0.0
G25_000044,2018,0.0
G25_000045,2018,0.0
G25_000046,2018,0.0
G25_000047,2018,0.0
G25_000048,2018,0.0
G25_000049,2018,0.0
G25_000050,2018,0.0
G25_000051,2018,0.0
G25_000052,2018,0.0
G25_000053,2018,0.0
G25_000054,2018,0.0
G25_000055,2018,0.0
G25_000056,2018,0.0
G25_000057,2018,0.0
G25_000058,2018,0.0
G25_000059,2018,0.0
G25_000060,2018,0.0
G25_000061,2018,0.0
G25_000062,2018,0.0
G25_000063,2018,0.0
G25_000064,2018,0.0
G25_000065,2018,0.0
G25_000066,2018,0.0
G25_000067,2018,0.0
G25_000068,2018,0.0
G25_000069,2018,0.0
G25_000070,2018,0.0
G25_000071,2018,0.0
G25_000072,2018,0.0
G25_000073,2018,0.0
G25_000074,2018,0.0
G25_000075,2018,0.0
G25_000076,2018,0.0
G25_000077,2018,0.0
G25_000078,2018,0.0
G25_000079,2018,0.0
G25_000080,2018,0.0
G25_000081,2018,0.0
G25_000082,2018,0.0
G25_000083,2018,0.0
G25_000084,2018,0.0
G25_000085,2018,0.0
G25_000086,2018,0.0
G25_000087,2018,0.0
G25_000088,2018,0.0
G25_000089,2018,0.0
G25_000090,2018,0.0
G25_000091,2018,0.0
G25_000092,2018,0.0
G25_000093,2018,0.0
G25_000094,2018,0.0
G25_000095,2018,0.0
G25_000096,2018,0.0
G25_000097,2018,0.0
G25_000098,2018,0.0
G25_000099,2018,0.0
G25_000100,2018,0.0
G25_000101,2018,0.0
G25_000102,2018,0.0
G25_000103,2018,0.0
G25_000104,2018,0.0
G25_000105,2018,0.0
G25_000106,2018,0.0
G25_000107,2018,0.0
G25_000108,2018,0.0
G25_000109,2018,0.0
G25_000110,2018,0.0
G25_000111,2018,0.0
G25_000112,2018,0.0
G25_000113,2018,0.0
G25_000114,2018,0.0
G25_000115,2018,0.0
G25_000116,2018,0.0
G25_000117,2018,0.0
G25_000118,2018,0.0
G25_000119,2018,0.0
G25_000120,2018,0.0
G25_000121,2018,0.0
G25_000122,2018,0.0
G25_000123,2018,0.0
G25_000124,2018,0.0
G25_000125,2018,0.0
G25_000126,2018,0.0
G25_000127,2018,0.0
G25_000128,2018,0.0
G25_000129,2018,0.0
G25_000130,2018,0.0
G25_000131,2018,0.0
G25_000132,2018,0.0
G25_000133,2018,0.0
G25_000134,2018,0.0
G25_000135,2018,0.0
G25_000136,2018,0.0
G25_000137,2018,0.0
G25_000138,2018,0.0
G25_000139,2018,0.0
G25_000140,2018,0.0
G25_000141,2018,0.0
G25_000142,2018,0.0
G25_000143,2018,0.0
G25_000144,2018,0.0
G25_000145,2018,0.0
G25_000146,2018,0.0
G25_000147,2018,0.0
G25_000148,2018,0.0
G25_000149,2018,0.0
G25_000150,2018,0.0
G25_000151,2018,0.0
G25_000152,2018,0.0
G25_000153,2018,0.0
G25_000154,2018,0.0
G25_000155,2018,0.0
G25_000156,2018,0.0
G25_000157,2018,0.0
G25_000158,2018,0.0
G25_000159,2018,0.0
G25_000160,2018,0.0
G25_000161,2018,0.0
G25_000162,2018,0.0
G25_000163,2018,0.0
G25_000164,2018,0.0
G25_000165,2018,0.0
G25_000166,2018,0.0
G25_000167,2018,0.0
G25_000168,2018,0.0
G25_000169,2018,0.0
G25_000170,2018,0.0
G25_000171,2018,0.0
G25_000172,2018,0.0
G25_000173,2018,0.0
G25_000174,2018,0.0
G25_000175,2018,0.0
G25_000176,2018,0.0
G25_000177,2018,0.0
G25_000178,2018,0.0
G25_000179,2018,0.0
G25_000180,2018,0.0
G25_000181,2018,0.0
G25_000182,2018,0.0
G25_000183,2018,0.0
G25_000184,2018,0.0
G25_000185,2018,0.0
G25_000186,2018,0.0
G25_000187,2018,0.0
G25_000188,2018,0.0
G25_000189,2018,0.0
G25_000190,2018,0.0
G25_000191,2018,0.0
G25_000192,2018,0.0
G25_000193,2018,0.0
G25_000194,2018,0.0
G25_000195,2018,0.0
G25_000196,2018,0.0
G25_000197,2018,0.0
G25_000198,2018,0.0
G25_000199,2018,0.0
G25_000200,2018,0.0
G25_000201,2018,0.0
G25_000202,2018,0.0
G25_000203,2018,0.0
G25_000204,2018,0.0
G25_000205,2018,0.0
G25_000206,2018,0.0
G25_000207,2018,0.0
G25_000208,2018,0.0
G25_000209,2018,0.0
G25_000210,2018,0.0
G25_000211,2018,0.0
G25_000212,2018,0.0
G25_000213,2018,0.0
G25_000214,2018,0.0
G25_000215,2018,0.0
G25_000216,2018,0.0
G25_000217,2018,0.0
G25_000218,2018,0.0
G25_000219,2018,0.0
G25_000220,2018,0.0
G25_000221,2018,0.0
G25_000222,2018,0.0
G25_000223,2018,0.0
G25_000224,2018,0.0
G25_000225,2018,0.0
G25_000226,2018,0.0
G25_000227,2018,0.0
G25_000228,2018,0.0
G25_000229,2018,0.0
G25_000230,2018,0.0
G25_000231,2018,0.0
G25_000232,2018,0.0
G25_000233,2018,0.0
G25_000234,2018,0.0
G25_000235,2018,0.0
G25_000236,2018,0.0
G25_000237,2018,0.0
G25_000238,2018,0.0
G25_000239,2018,0.0
G25_000240,2018,0.0
G25_000241,2018,0.0
G25_000242,2018,0.0
G25_000243,2018,0.0
G25_000244,2018,0.0
G25_000245,2018,0.0
G25_000246,2018,0.0
G25_000247,2018,0.0
G25_000248,2018,0.0
G25_000249,2018,0.0
G25_000250,2018,0.0
G25_000251,2018,0.0
G25_000252,2018,0.0
G25_000253,2018,0.0
G25_000254,2018,0.0
G25_000255,2018,0.0
G25_000256,2018,0.0
G25_000257,2018,0.0
G25_000258,2018,0.0
G25_000259,2018,0.0
G25_000260,2018,0.0
G25_000261,2018,0.0
G25_000262,2018,0.0
G25_000263,2018,0.0
G25_000264,2018,0.0
G25_000265,2018,0.0
G25_000266,2018,0.0
G25_000267,2018,0.0
G25_000268,2018,0.0
G25_000269,2018,0.0
G25_000270,2018,0.0
G25_000271,2018,0.0
G25_000272,2018,0.0
G25_000273,2018,0.0
G25_000274,2018,0.0
G25_000275,2018,0.0
G25_000276,2018,0.0
G25_000277,2018,0.0
G25_000278,2018,0.0
G25_000279,2018,0.0
G25_000280,2018,0.0
G25_000281,2018,0.0
G25_000282,2018,0.0
G25_000283,2018,0.0
G25_000284,2018,0.0
G25_000285,2018,0.0
G25_000286,2018,0.0
G25_000287,2018,0.0
G25_000288,2018,0.0
G25_000289,2018,0.0
G25_000290,2018,0.0
G25_000291,2018,0.0
G25_000292,2018,0.0
G25_000293,2018,0.0
G25_000294,2018,0.0
G25_000295,2018,0.0
G25_000296,2018,0.0
G25_000297,2018,0.0
G25_000298,2018,0.0
G25_000299,2018,0.0
G25_000300,2018,0.0
G25_000301,2018,0.0
G25_000302,2018,0.0
G25_000303,2018,0.0
G25_000304,2018,0.0
G25_000305,2018,0.0
G25_000306,2018,0.0
G25_000307,2018,0.0
G25_000308,2018,0.0
G25_000309,2018,0.0
