Cell_ID,Year,Baseline_Forest_ha
G25_000128,2000,0.0
G25_000129,2000,0.0
G25_000130,2000,1.6677699340820311
G25_000131,2000,0.0
G25_000132,2000,0.0
G25_000133,2000,0.0
G25_000134,2000,0.0
G25_000135,2000,0.0
G25_000136,2000,0.0
G25_000137,2000,0.0
G25_000138,2000,0.0
G25_000139,2000,0.0
G25_000140,2000,0.0
G25_000141,2000,0.0
G25_000142,2000,0.0
G25_000143,2000,0.0
G25_000144,2000,0.0
G25_000145,2000,0.0
G25_000146,2000,1.5973147216796877
G25_000147,2000,0.0
G25_000148,2000,0.0
G25_000149,2000,0.072551806640625
G25_000150,2000,0.6526563781738282
G25_000151,2000,15.290102285970054
G25_000152,2000,0.0
G25_000153,2000,0.0
G25_000154,2000,0.0
G25_000155,2000,0.0
G25_000156,2000,0.0
G25_000157,2000,0.0
G25_000158,2000,0.0
G25_000159,2000,0.0
G25_000160,2000,0.0
G25_000161,2000,0.0
G25_000162,2000,0.0
G25_000163,2000,0.0
G25_000164,2000,0.0
G25_000165,2000,0.0
G25_000166,2000,0.0
G25_000167,2000,0.030176882611443
G25_000168,2000,4.354762683105471
G25_000169,2000,0.0725618347167968
G25_000170,2000,0.0
G25_000171,2000,0.0
G25_000172,2000,3.305596752977558
G25_000173,2000,0.1449821655273437
G25_000174,2000,0.0
G25_000175,2000,0.0
G25_000176,2000,0.0
G25_000177,2000,0.0
G25_000178,2000,0.0
G25_000179,2000,0.0
G25_000180,2000,0.0
G25_000181,2000,0.0
G25_000182,2000,0.0
G25_000183,2000,0.0
G25_000184,2000,0.0
G25_000185,2000,0.0
G25_000186,2000,0.0
G25_000187,2000,0.0
G25_000188,2000,0.2599292806468291
G25_000189,2000,0.0
G25_000190,2000,0.0725696655273437
G25_000191,2000,0.7253130065917969
G25_000192,2000,7.305585626053154
G25_000193,2000,10.41212909921685
G25_000194,2000,0.0
G25_000195,2000,0.0
G25_000196,2000,0.0
G25_000197,2000,0.0
G25_000198,2000,0.0
G25_000199,2000,0.0
G25_000200,2000,0.0
G25_000201,2000,0.0
G25_000202,2000,0.0
G25_000203,2000,0.0
G25_000204,2000,0.0
G25_000205,2000,0.0
G25_000206,2000,0.0
G25_000207,2000,0.0
G25_000208,2000,0.0
G25_000209,2000,0.0
G25_000210,2000,0.0
G25_000211,2000,0.0
G25_000212,2000,0.0
G25_000213,2000,0.2365895936734068
G25_000214,2000,20.541434669189456
G25_000215,2000,0.0451975706571691
G25_000216,2000,0.0
G25_000217,2000,0.0
G25_000218,2000,0.0
G25_000219,2000,0.0
G25_000220,2000,0.0
G25_000221,2000,0.0
G25_000222,2000,0.0
G25_000223,2000,0.0
G25_000224,2000,0.0165418403894761
G25_000225,2000,0.0
G25_000226,2000,0.0
G25_000227,2000,0.0
G25_000228,2000,0.0
G25_000229,2000,0.0
G25_000230,2000,0.0
G25_000231,2000,0.0
G25_000232,2000,0.0
G25_000233,2000,0.0
G25_000234,2000,0.0
G25_000235,2000,9.086711560728784
G25_000236,2000,3.305271017085056
G25_000237,2000,0.0
G25_000238,2000,0.0
G25_000239,2000,0.0
G25_000240,2000,0.0
G25_000241,2000,0.0
G25_000242,2000,0.0
G25_000243,2000,0.0
G25_000244,2000,0.0
G25_000245,2000,0.0
G25_000246,2000,0.0
G25_000247,2000,0.0
G25_000248,2000,0.1289122733800551
G25_000249,2000,0.4363126464843749
G25_000250,2000,0.0
G25_000251,2000,0.0
G25_000252,2000,0.0
G25_000253,2000,0.0
G25_000254,2000,0.0
G25_000255,2000,0.0
